bad_verdicts_list,dt,publication_title_name,topics_verdicts_list,shows,ent,persons,organizations,locations,country
"['18+', 'Желтуха']",2025-09-05T02:04:22Z,Психолог Джор-Эл Карабальо рассказал секреты женского возбуждения,[],11877,"{'persons': ['Джор-Эл Карабальо'], 'organizations': [], 'locations': []}",['Джор-Эл Карабальо'],[],[],[]
['Желтуха'],2025-09-05T02:03:53Z,"Daily Star: гиены напали на туриста в парке Исимангалисо, ЮАР",[],51054,"{'persons': [], 'organizations': [], 'locations': ['исимангалисо', 'юар']}",[],[],"['исимангалисо', 'юар']",['ZAF']
['Конфликт'],2025-10-19T20:39:56Z,Полсотни тысяч жителей остались без света в Черниговской области,['Политический конфликт'],59207,"{'persons': [], 'organizations': [], 'locations': ['черниговская область']}",[],[],['черниговская область'],[]
[],2025-10-30T10:01:00Z,Из-за заснеженного тротуара УК заплатила 200 тысяч женщине из ХМАО,[],16995,"{'persons': [], 'organizations': [], 'locations': ['хмао']}",[],[],['хмао'],[]
['Политика'],2025-09-30T09:00:52Z,Определены кандидаты на пост главы Лысьвы,[],91184,"{'persons': [], 'organizations': [], 'locations': ['лысьвы']}",[],[],['лысьвы'],[]
"['Желтуха', 'Политика']",2025-09-15T18:31:35Z,Мадуро назвал сумасбродным способ США бороться с наркотрафиком,['Политика'],65038,"{'persons': [], 'organizations': [], 'locations': ['сша']}",[],[],['сша'],['USA']
[],2025-09-15T18:27:59Z,В Щербинке ликвидировали пожар на складе,[],50917,"{'persons': [], 'organizations': [], 'locations': ['щербинка']}",[],[],['щербинка'],[]
[],2025-09-10T13:56:00Z,В Тверской области два человека пострадали в аварии,[],96136,"{'persons': [], 'organizations': [], 'locations': ['тверская область']}",[],[],['тверская область'],[]
"['Политика', 'Конфликт']",2025-09-18T15:17:00Z,Путин на встрече с лидерами партий назвал бойцов СВО «нашей сменой»,['Политика'],24881,"{'persons': [], 'organizations': ['СВО'], 'locations': []}",[],['СВО'],[],[]
"['Трагическое', 'Желтуха']",2025-09-23T16:28:52Z,"В Тюмени вынесли приговор водителю, насмерть сбившему мальчика на питбайке",[],22638,"{'persons': [], 'organizations': [], 'locations': ['тюмень']}",[],[],['тюмень'],[]
[],2025-09-23T16:17:11Z,Тренер Яблокова: отказ от протеина не повлияет на физическую форму,['Спорт'],73758,"{'persons': ['Яблоков'], 'organizations': [], 'locations': []}",['Яблоков'],[],[],[]
[],2025-09-23T03:53:39Z,Еще в трех российских аэропортах запретили полеты,[],38521,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
"['Трагическое', 'Желтуха']",2025-10-16T03:15:50Z,Пронзила сердце и другие органы: жительницу Благовещенска ждет суд за убийство шампуром,[],2149,"{'persons': [], 'organizations': [], 'locations': ['благовещенск']}",[],[],['благовещенск'],[]
"['Политика', 'Конфликт']",2025-10-14T11:58:41Z,Медведев: в РФ взят курс на пополнение органов власти участниками СВО,['Политика'],36363,"{'persons': [], 'organizations': ['СВО'], 'locations': ['рф']}",[],['СВО'],['рф'],['RUS']
[],2025-10-14T11:52:17Z,SHOT: спрос на меховые кубанки в России вырос в два раза,[],79699,"{'persons': [], 'organizations': [], 'locations': ['россия']}",[],[],['россия'],['RUS']
['Политика'],2025-09-06T05:15:26Z,Оверчук: РФ и Азербайджан продолжают работу на уровне правительств и предприятий,['Политика'],6696,"{'persons': [], 'organizations': [], 'locations': ['азербайджан', 'рф']}",[],[],"['азербайджан', 'рф']","['RUS', 'AZE']"
"['Трагическое', 'Конфликт']",2025-09-26T12:57:32Z,Коц: освобожденная Юнаковка - идеальный плацдарм для наступления на Сумы,['Политический конфликт'],50316,"{'persons': ['Юнаковка', 'Коц'], 'organizations': [], 'locations': ['сумы']}","['Юнаковка', 'Коц']",[],['сумы'],[]
['Политика'],2025-10-22T08:51:00Z,Европарламент заявил о готовности к переговорам с Советом ЕС о запрете импорта газа и нефти из РФ,['Политика'],83341,"{'persons': [], 'organizations': ['Совет ЕС', 'Европарламент'], 'locations': ['рф']}",[],"['Совет ЕС', 'Европарламент']",['рф'],['RUS']
['Желтуха'],2025-10-03T09:36:54Z,Клещи нападают на жителей разных регионов России в парках и лесах,[],21683,"{'persons': [], 'organizations': [], 'locations': ['россия']}",[],[],['россия'],['RUS']
"['Политика', 'Конфликт']",2025-10-05T16:50:30Z,В МИД предупредили о новом дипфейке с имитацией голоса Захаровой,[],95066,"{'persons': ['Захарова'], 'organizations': ['МИД'], 'locations': []}",['Захарова'],['МИД'],[],[]
[],2025-10-28T09:28:06Z,В Красноярске запустят единую карту «Тройка» для оплаты проезда,[],27210,"{'persons': [], 'organizations': [], 'locations': ['красноярск']}",[],[],['красноярск'],[]
"['Желтуха', 'Политика', 'Конфликт']",2025-09-06T23:18:35Z,Соскин: Зеленский попросил Макрона соврать о вводе войск на Украину,"['Политика', 'Политический конфликт']",91184,"{'persons': ['Зеленский', 'Соскин', 'Макрона'], 'organizations': [], 'locations': ['украина']}","['Зеленский', 'Соскин', 'Макрона']",[],['украина'],['UKR']
['Политика'],2025-09-25T12:39:01Z,"Спикер Заксобрания Нижегородской области Евгений Люлин: Депутаты приняли новые поправки в законы по отоплению, продаже энергетиков и поддержке гостевых домов",['Политика'],8429,"{'persons': ['Евгений Люлин'], 'organizations': ['Заксобрание'], 'locations': ['нижегородская область']}",['Евгений Люлин'],['Заксобрание'],['нижегородская область'],[]
